record_nickname,age,gender,education,education_region,month_salary,region,race,maritial_status,applicants_number,has_appeal,is_family_apply,has_children,education_type,industry_sector,occupation,visa_type,sg_working_months,tax_times,application_times,application_start_date,application_end_date,additional_detail,result,c_time,m_time,uuid,source
bbqindd,26,,3,1,3500,1,,,2,FALSE,TRUE,FALSE,1,10,IT,1,30,,,2010-08-26,,"8.26。 跟老公一起申请。 老公： EP， 3500，工作14个月。德国大学毕业的master。IT行业，公司support。 本人： Student Pass, 来新2年半，NTU 在读PH.D。 还没消息。",2,1282752000000,1282752000000,60eb99b2-f9f8-44fd-8105-b0bf23bbed37,1
linsq109,,,3,1,3000,,,,1,FALSE,FALSE,FALSE,,,,,24,,,2010-08-14,,两年 国内硕士 ３Ｋ多收入 偶的情况 只能看运气好点才有些希望 .,2,1437343200000,1437343200000,eef4cdd0-4679-4c6d-b903-591e6285bdf5,1
xhs的momo,30,0,2,,19000,0,,,1,FALSE,FALSE,FALSE,,,,2,,,,,2024-08-12,19k pr申请悲剧 appeal 还是 马上再申请 丐版pep 30岁以内 非中资 compass tier 1 本科，来坡两年多，月入19，单身男。刷到四条线可以再申请。 #新加坡[话题]# #新加坡pr申请[话题]# #新加坡永久居民[话题]# #sgpr[话题]# #singapore[话题]# #四条线[话题]# #新加坡pr四条线[话题]#,2,1723640404037,1723640404037,4baf1d1a-d492-4b1c-94bc-b61a9d08fa8b,2
天下太平,30,0,3,1,2200,1,,1,2,FALSE,TRUE,FALSE,,10,程序员,0,0,,,2024-06-01,,夫妻双EP，2024年3月来星。都是IT程序员，中国大陆本硕，年龄30。综合月薪大概2.2k SGD。等待中，希望有好运,0,1723564800000,1723564800000,29196454-60a2-493d-9b0c-d4dc433a6776,1
南中国海,,,,,16000,,,,1,FALSE,TRUE,FALSE,,19,公司负责人,0,,,,2024-08-01,,EP。能源行业，公司负责人。家庭综合月薪1.6万。希望好运。,0,1723564800000,1723564800000,50412ad0-bd06-421d-a0bd-245d764d015c,1
🧑‍💻,36,0,3,8,142000,8,0,0,1,FALSE,FALSE,FALSE,0,10,Software Engineer,0,0,1,2,2024-03-11,2024-12-13,"Yes, my monthly income is 142K SGD",1,1723562679574,1734262099535,a1a21ccd-15f4-42d3-a118-50adad7a3e41,
xhs的momo,,,,,,,,,1,TRUE,FALSE,FALSE,,,,,,,,,2024-05-05,"PR被拒绝😭 昨晚凌晨收到拒绝信，难过
本人觉得拒绝原因，薪水不够高，来新加坡时间短,截止今天5/5/2024还没满两年。
目前本身条件改变的⤵️
1）即将在新加坡注册结婚
2）小小幅度涨薪水
	
我应该在6个月内appeal,还是说等明年再重新申请一次？如果appeal,要提交什么？
#新加坡[话题]# #新加坡pr[话题]# #新加坡pr申请[话题]# #马来西亚[话题]# #拒绝[话题]# #新加坡工作[话题]#",2,1723560146155,1723560146155,9a068565-7889-4502-a6d0-1063f0200f4f,2
xhs的momo,,,,,,,,,1,TRUE,FALSE,FALSE,,,,,,,,2021-11-19,2023-11-25,"🇸🇬关于PR被Reject你的选择❕❔ 先说说我的经历吧[害羞R]
19-11-2021[向右R]Sponsor PR to ICA website
04-10-2022[向右R]Email Update info
13-10-2022[向右R]Reject Letter
23-12-2022[向右R]Appeal Letter Email ICA
27-08-2023[向右R]Email Pending Status
23-11-2023[向右R]刷到CFP 并且显示 Ref.xxxxx
25-11-2023[向右R]准准 12am ICA页面Approved
	
🉐Appeal 后的感言[暗中观察R]
🈲不要在Peding期间提交不完整资料
🈲等待需要耐心SG每年几万人申请
🈸从Appeal 到Approval 11个月2天
⚠️需要有很有力的证明为什么要Appeal
⚠️这个过程可以去靠自己去争取(无需花费请人帮忙）
⚠️可以附带加薪/升职/报税来提高Appeal成功几率
✅可以省下$100提交费
✅等待的时间有可能缩短
	
在这里我也想知道，刷到我的页面的红薯🍠们、你们的经历是什么，或者你们现在对Re-apply & Appeal看法又是什么？可以在以下留言[喝奶茶R]#新加坡PR[话题]# #AppealPR[话题]# #ica[话题]# #重新申请pr[话题]# #Re-apply or Appeal [PK]#",1,1723560146155,1723560146155,cc059eac-8062-41f0-88a0-9050139ed1c6,2
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2023-05-07,2024-03-17,"🇸🇬PR成功拿下 分享我的PR申请成功过程/时间线[偷笑R]
	
[向右R]7/5/2023 - 申请PR
[向右R]11/3/2024 - 刷到四条线 (不能重新申请)
[向右R]15/3/2024 - 刷到CPF (Submit Health Declaration)
[向右R]17/3/2024 - PR Application Status: Approved, Print Outcome Letter, 预约PR Formalities
[向右R]18/3/2024 - 做体检
[向右R]19/3/2024 - 跟公司Request EP152 Form
[向右R]20/3/2024 - 拿体检报告
[向右R]24/3/2024 - 拍照片
[向右R]25/3/2024 - 去ICA完成PR Formalities
[向右R]26/3/2024 - 预约时间到Singpost拿小蓝卡
[向右R]27/3/2024 - Reset Singpass App, 到Singpass官网Reset 新IC的Password, 然后用新IC和Password Log In Singpass App (还无法显示小蓝卡)
[向右R]28/3/2024 - 刷到Singpass小蓝卡
[向右R]3/4/2024 - 拿卡[doge]
	
祝你们也能早日拿到PR[耶R]
	
#pr[话题]# #新加坡pr[话题]# #新加坡PR申请[话题]# #新加坡PR批准[话题]# #新加坡绿卡[话题]# #singpass[话题]# #cpf[话题]#",1,1723560146154,1723560146154,d857c389-1c2b-47a2-af41-2fdd9b8bbfe2,2
xhs的momo,25,1,1,0,,0,3,0,1,TRUE,FALSE,FALSE,,,,,11,,,2022-10-20,2023-09-15,"苦等批了新加坡PR🥰 背景:
25 女 、少数民族、学位Diploma毕业
第一次在🇸🇬工作。
	
在职11个月因想继续升学打算在此长居而申请的永久居民🇸🇬
	
6月12 加薪 写信通知ICA
8月2 公司开放 Degree Sponsorship
-再次写信 request expedite approval
8月13 收到来自ICA的信 补交材料 当天就补交了
9月4号 写信询问进展度
9月15 刷到 CPF 批了[派对R][派对R]
	
————————————————————————————-
接下来：
	
预约ICA 时间-完成
	
当时提交的资料 必须原件过目
Form 6 + 公司需要填写 EP152 表格-已完成[偷笑R]
2年内身体检查过就不需要 -需要Declare
拍照-这个星期安排[皱眉R][皱眉R]
	
#新加坡[话题]# #新加坡PR[话题]# #新加坡PR申请[话题]# #新加坡移民[话题]# #新加坡生活[话题]#  #新加坡PR批准[话题]# #新加坡PR通过[话题]# #新加坡Pr补交[话题]# #新加坡PR申请[话题]#",1,1723560146154,1723560146154,6c526052-ce95-4baa-a7c4-db6d4cbcfecf,2
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2023-11-30,2024-07-18,"🇸🇬 PR 申请 APPROVED了｜接好运 🍀 终于轮到我的申请 APPROVED 了！历时 7.5 个月 [捂脸R] 小小的记录一下今天的小快乐 [庆祝R]
	
30/11/2023 提交申请 PR
12/7/2024 刷到 4 条线 + 不能重新申请
16/7/2024 刷到 CPF
18/7/2024 刷到 APPROVED 啦 ❗️
	
之前听说拿过 WP 的被拒几率很高，我之前就是拿 WP，之后才换的 EP。所以即使拿过 WP 的家人们别担心哦，申请会通过的！接好运！[红色心形R]
	
#每秒都值得记录[话题]# #新加坡生活[话题]# #新加坡PR[话题]# #接好运[话题]# #新加坡pr四条线[话题]# #想记录下此刻[话题]# #今日宇宙指引[话题]#",1,1723560146154,1723560146154,b8f101b2-2e96-4b45-b95c-ac8e7847ea00,2
xhs的momo,,,,,,,,,1,FALSE,TRUE,TRUE,,,,,,,,2023-07-27,2024-07-27,"🇸🇬PR申请，悬着的心终于shi了 去年七月底申请，pending了一年，还是悲剧了。双EP➕两男娃本地学校就读，终究是我配不上这里[叹气R]不过还好，勇敢小强不怕困难，就当在这里纯纯让娃读书吧[抠鼻R]
	
#新加坡生活[话题]# #新加坡pr申请[话题]# #新加坡pr[话题]#",2,1723560146154,1723560146154,737d31d4-88f4-47f9-9d79-53bbada917f7,2
xhs的momo,0,,4,0,7000,1,0,,1,FALSE,FALSE,FALSE,,,,0,19,,,2023-06-03,2024-07-04,"13个月的等待，PR终于被批准 希望把好运传给你们
	
23年6月3号提交申请
24年6月26号刷到4条线
24年7月4号approved
=======================
	
背景
中国人，本地学位 (博士)
22年12月开始工作，EP，工资7k
#新加坡[话题]# #新加坡pr申请[话题]#",1,1723560146154,1723560146154,4d84aa30-a8bd-4432-b556-07903d3eee0c,2
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2024-02-24,2024-07-18,"🇸🇬pr4个多月就批啦 2024.2.24 提交
2024.6.20 补新工作payslip
2024.7.18 通过
	
昨天随手一查居然approval，我知道sponsor大概率有但没想到这么快
	
新政策6个月内给结果，身边两个去年年底申请的朋友最近都收到了，效率真提高很多，希望大家快快得到好消息耶[派对R][派对R][派对R]
	
#新加坡生活[话题]# #海外生活[话题]#",1,1723560146154,1723560146154,47048731-2582-4430-b7f0-46b4bc97445b,2
xhs的momo,,,4,1,0,1,,,1,FALSE,FALSE,FALSE,,,,0,18,1,1,2024-02-29,2024-06-29,"新加坡PR申请悲剧 个人背景
学历：国内985/211本，NUS硕，NUS博士在读，机器人方向
来坡三年，申请时拿EP一年半，今年二月底申请，三月初第一次纳税。
申请四个月时，刷到四条杠+可重新申请，今天正式通知悲剧。
家人们帮我分析一下悲剧的原因吧，还有现在提交申请还是等几个月再提交申请，[哭惹R]个人最近没什么大的状态更新
	
#新加坡PR[话题]# #新加坡[话题]#",2,1723560146154,1723560146154,19642b7d-74d7-4b8c-91cc-5f5d82b92dc8,2
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,4,,,,,,2024-01-12,2024-08-12,"🇸🇬新加坡PR 四条线 （金融业） 🍀终于刷到四条线了🥹 12/08/2024
	
❌系统好像换了一点点
重新apply的页面跟其他人的有点不一样
	
❌CPF也看不到[石化R]
	
✅ 我是12/01 apply的等了准准7个月😂
有更新了再跟大家分享～希望接好运🍀
	
#签证[话题]# #PR[话题]# #打工人[话题]# #新加坡[话题]# #金融[话题]#",0,1723560146154,1723560146154,d4cb3a9a-ba7f-4378-848c-3a8702ac3acc,2
xhs的momo,23,,1,1,,1,,0,1,FALSE,FALSE,FALSE,,13,Electrical Engineer,1,20,,,2023-06-01,2024-08-07,"🇸🇬（已到手）新加坡PR讨论帖 2024年8月7号更新：Singpost领取IC。尘埃落定，圆满结束。
	
2024年7月30号更新：去ICA Formality。预约1:45pm，实际到达时间11:45am，取了号码后等待三分钟就去柜台办理了。整个流程很顺利。
	
2024年7月7号更新：凌晨收到ICA 邮件，提示状态变化。打开附件，看到Approve。
	
2024年7月2号更新：刷到四条线➕不能再次申请。希望是好消息。
	
原帖：本人自2023年6月提交PR申请至今，仍未刷到传说中的”四条线”。一直听说PR审核是玄学，但我还是认为ICA作为政府机构，对待PR申请人还是有一定的选拔标准。特发此贴欲与大家探讨。
如有与本人条件类似的朋友可以在评论区告知您的PR获批等待时间，将不胜感激。同时大家可以积极留言，表达您对ICA选拔标准的看法。⬇️
个人基本条件：中国人，00后，独生子，勉强算小康家庭，家人无经商背景/从政背景。
1. 19年来坡，就读于Temesek Polytechnic 工程学院, 22年毕业，拿到Diploma with Merit.
2. 22年四月入职一家中小规模公司，新加坡总部员工约500人。职位是Electrical Engineer，Basic 2.9k，AWS+半年一次Bonus（约合四个月薪水）
3. 22年八月被NTU EEE录取，读part time degree，学期四年，目前已完成2年。
#新加坡[话题]#
#PR[话题]#
#绿卡[话题]#
#移民[话题]#
#新加坡[话题]#留学生
#新加坡[话题]#工作",1,1723547704135,1723547704135,16949ec0-7f5c-4b6e-8ea4-62de975486c0,2
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2024-03-03,2024-08-03,"🇸🇬PR Approved （等了5个月） 分享一下喜悦🫶🏻让大家沾沾喜气🫶🏻
8/12/2023 提交 pre-marriage LTVP
14/1/2024 提交 LTVP 申请
21/2/2024 LTVP Approved
3/3/2024 提交PR申请 (老公担保)
3/8/2024 PR Approved
	
接下来要安排时间去提交资料，想询问各位大大，有没有什么东西是需要注意的？",1,1723467923183,1723467923183,89a5a71f-8cff-4720-a0cc-6d2bccc09600,2
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2024-01-12,2024-08-07,"🇸🇬PR申请今天显示Approved🎉 01/07/2023 到新加坡工作
12/01/2024 提交PR申请
01/05/2024 搬家了, 自己补交最新地址
07/08/2024 突然发现ICA application从两条线变四条线 (还刷不到CPF, 也不能重新申请)
11/08/2024 发现ICA显示approved了
	
Total 7个月上岸了☺️😊🥰
Yeah~~~~~🎉🎉🎉",1,1723342415557,1723342415557,0769edcf-d82d-4ec0-97b9-e2eafa1ceb8c,2
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2023-11-05,2024-08-08,"女儿新加坡PR 批准啦 ～ 5/11/23 - 8/8/24 🎯
#新加坡PR[话题]# #新加坡pr申请[话题]#",1,1723342415557,1723342415557,340c5081-0d7b-4bd2-907e-3dd562bfc7d8,2
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2024-01-01,2024-08-07,"新加坡pr申请 凉了 悬着的心彻底死了[哭惹R][哭惹R][哭惹R]最近看到太多24年1月申请被拒的人了 我也凉了[哭惹R]原本还信誓旦旦觉得自己肯定会通过 没想到最后小丑[新月R]竟是我自己[凋谢R] 真的真的很伤心[叹气R]想着可能拿到pr就可以计划在这买房，做兼职，可是没想到...到最后还是一场空[哭惹R]
另一方面也是自身条件太差了吧...问了比较专业的人士，说是我太早申请了，加上目前又是第一份工作[可怜R]真的不明白到底批的标准是什么[叹气R]好绝望
#新加坡PR[话题]# #新加坡pr申请[话题]# #新加坡pr四条线[话题]# #新加坡PR被拒[话题]#",2,1723342415557,1723342415557,aab9cbe6-ee84-443f-b643-4b970048650d,2
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,,2024-08-09,"🇸🇬国庆日 PR被拒 🥲 谢谢你蛤 给我这份“礼物”
我是个不常刷状态的 可是今天第六感告诉我查一下吧.. 一查竟然四条线+可以重新申请 九成凉凉了 [捂脸R] 只能说条件不好吧 [叹气R]
#新加坡[话题]# #PR[话题]#",2,1723342415557,1723342415557,cdbe22da-4dc7-4f00-b2c2-10a9871b1446,2
xhs的momo,,,,,,,,,1,TRUE,FALSE,FALSE,,,,,,,,,2024-06-03,"PR被拒，我为什么分分钟上诉 今天一大早打开邮箱，收到ICA的邮件，打开发现是被拒，但我发现上面的日期是6🈷3日，说明3号就给我判定了，说明他们可能还没来得及看我4号发的邮件。
所以我才果断决定上诉，把6个🈷内所有的变化总结一下，声情并茂，不卑不亢地写了一封长信，严谨程度都用上我写论文的工具了[笑哭R]
大家不要学我，冲动上诉喔。我现在上诉的原因如下：
1.大程度怀疑，我换新工作的信息还没update，他们就出结果了。感觉评估不全面，所以我主动提供所有信息再审一次。
2. 现在上诉和6个🈷之内上诉变化不大，工资和学历不会有太大变化。所以早上诉早了一桩事情。如果再次拒绝了，我还可以早点提交第二次PR申请（每次间隔6个月，从收到被拒信的日期算起）
分享在此，给需要的朋友一点点信息。
#新加坡PR被拒[话题]# #新加坡pr上诉[话题]#",2,1723299005175,1723299005175,a7c17612-d723-4cad-be4c-b3ffbdf11302,2
xhs的momo,,,,,,,,,3,FALSE,TRUE,TRUE,,,,,,,,2023-09-01,2024-08-09,"新加坡国庆收到礼物 全家PR获批啦！ 今天必须要感谢一下新加坡政府，国庆节假期收到邮件通知，凌晨1点的系统邮件通知，我们全家人PR获批啦！[派对R][派对R] 去年9月申请的，自己网上递交的资料，百感交集的等待了11个月，听说了各种玄学传说…感恩来新加坡遇到的各位贵人！[合十R][合十R]
可以分享一点经验，其实不用等到满一年或者满两年才递交永居申请的，我自己是满了一个税务年度交完税后递交的申请。最后祝大家好运啊！[鼓掌R][鼓掌R]
	
#巨蟹片段[话题]# #新加坡[话题]# #PR[话题]# #新加坡永居[话题]# #申请新加坡PR[话题]# #获批永居[话题]# #EP签证[话题]#",1,1723263932524,1723263932524,7cdc2bee-da6b-4e05-86d0-152f6b8a7ea7,2
xhs的momo,,,,,,,,1,1,FALSE,FALSE,FALSE,,,,,,,,2023-05-06,2024-03-03,"更新！新加坡PR刷到四条线了！🇸🇬 更新啊各位兄弟姐妹们，我被rejected 了[扶墙R]传说中的可以重新申请就是准备被reject[哭惹R]
申请PR期间我结婚了2月16号更新我的资料，今天刷到四条线了，刷了小红书一篇，说如果可以重新申请都拒绝了❌我四条线，可以重新申请，是坏消息吗？[哭惹R]有人四条线可以重新申请可是成功的例子吗？
	
20230506申请
20240216更新资料
20240227刷到四条线
20240303半夜收到email 还很激动……
一打开看到Rejected!!!!!😭
半夜睡不着觉 用心情哼成歌。
请问rejected 多久可以再申请？",2,1723194085324,1723194085324,587866b2-79de-40fd-af2f-3bf5ca36c1aa,2
xhs的momo,,,,,,5,,,1,FALSE,FALSE,FALSE,,,Accountant,0,48,,,2023-05-06,2024-03-03,"PR正式被拒绝啦‼️ 时间线：
06/05/2023 申请
27/02/2024 刷到4条线+可以重新申请
03/03/2024 凌晨收到email（changes to PR application)
login进去看 一针见血的字眼“REJECTED” 出炉了💔
	
背景：
来新加坡4年++
EP
Malaysian
Accountant
#PR[话题]# #新加坡[话题]# #新加坡PR[话题]# #新加坡pr申请[话题]# #新加坡PR申请[话题]# #我该不该申诉呢？[投票]#",2,1723194085324,1723194085324,31ad60b6-d0a7-4bfb-ad7b-28ef8f061eb3,2
xhs的momo,30,0,2,0,5000,,,,1,TRUE,FALSE,FALSE,,,,0,108,,,2023-02-28,2024-03-01,"新加坡PR上诉一年多获批，案例分享！ [烟花R][庆祝R][鞭炮R] 恭喜客户PR上诉获批！
	
客户自己提交的PR申请拒绝，我们接手安排上诉！
	
客户情况：
[打卡R] 单身男
[打卡R] 新加坡学习工作9年；有本地本科学历（学校排名中等）
[打卡R] 年龄：30以内
[打卡R] 薪水5K左右
	
2023年二月底我们提交上诉，终于在24年三月初获批！不负客户所托。[加油R][加油R]
	
任何PR申请问题，大家可以留言！
	
#新加坡生活[话题]#
#新加坡pr申请[话题]#
#Jonni在新加坡[话题]#
#新加坡EP[话题]#
#新加坡PR申请找最佳咨询[话题]#",1,1723194085324,1723194085324,6adda53a-d4ba-45c5-b82d-ef15c1fcb8aa,2
xhs的momo,,,,,,,,1,2,FALSE,TRUE,TRUE,,,self-employed,5,,,,2023-01-01,2024-03-28,"新加坡PR，ICA还有这种操作 先说申请背景：
老公公民担保老婆和儿子，老婆自由职业，儿子上政府小学六年级。
申请时间线：
2023年1月两人一起提交.。
2024年2月底收到补交老婆出生证明。
2024年3月1日补交材料，第二天四条线。
2024年3月27日老婆刷到CPF，隔天收到ICA邮件
	
结果：老婆批准了，儿子被拒绝了。
	
分析原因：儿子不是亲生的，申请时候有要求担保人提交一份领养证明，当时只给了老婆对儿子的抚养权，可能是因为这个，我实际上是没有资格担保我儿子申请PR。
	
感想：当时申请时候其实已经做好被拒绝的打算，因为老婆是自由职业，儿子也没有领养证明，两人的申请条件都有劣势，但是综合考量下，觉得新加坡政府对于小孩的需求，有可能会通过，就绑定两人一起提交。
后续：
方案1，准备找议员申诉。
方案2，等儿子小六毕业，以个人名义申请。
方案3，老婆回归职场，用她的PR身份给儿子担保
#新加坡pr申请[话题]# #新加坡绿卡申请[话题]# #留学生[话题]#",1,1723194085324,1723194085324,1c39d4f5-46c4-408f-8694-6509a3a2bed8,2
xhs的momo,,,,,,,,1,1,FALSE,FALSE,FALSE,,,审計,3,,,,2024-04-03,2024-08-05,"🇸🇬国庆礼物来啦！PR 批了！ 终于到我分享啦，赶在国庆日以前！
12/12/23 ROM in SG
5/3/24 LTVP Approved
3/4/24 PR Application
5/8/24 PR Approved
	
本来我还在担心，到底几时可以申请到🥹
我还没来得及去update 他们我找到新加坡的工作了，结果就批了！
我是老公（SC）担保，自己本身是做审計，从來沒有在新加坡工作过…我自己的预算至少需要半年，想不到4个月就通过了😌
新生活如期展开，希望一切都好😃
#sgpr[话题]#",1,1723194085324,1723194085324,d80c46e4-790a-4920-a85d-35adc9f481b7,2
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2023-11-17,2024-08-06,"我的国庆节🎁🤩🤩🥳🥳 PR申请 批啦批啦
申请timeline
17/11/23 提交申请
29/7/24 让我呈交最新的payslip和在职信息
6/8/24 4条线&不能再申请
拼命刷....
9/8/24 刷到cpf住院保险的页面😎
现在就等什么时候收到邮件📧啦~
	
#新加坡[话题]# #pr[话题]#",1,1723194085324,1723194085324,503658f3-911a-4b60-99d6-6d0f5358c032,2
xhs的momo,,,2,0,,8,,1,1,FALSE,TRUE,FALSE,,,,0,,,,2024-01-18,2024-08-09,"sponsor 老公 pr 上岸了 ROM: 1/10/2023
申请ltvp&pr: 18/01/2024
拿到ltvp: 24/02/2024
刷到4条线 和不能重新：3/8/2024
cpf: 7/8/2024
ica APPROVED: 9/8/2024 NATIONAL DAY 🇸🇬🇸🇬🇸🇬
	
我本人是新加坡出生的公民。老公从小就来了新加坡，在新加坡18年了。老公是韩国人 🇰🇷 从小学就在新加坡读书。也是SMU毕业的 （我们在 SMU 认识的呵呵）
	
LTVP 前，他是拿 EP 的
ROM 前，我们也是住在同一个地址3年了",1,1723194085324,1723194085324,2cd8452e-1c62-463c-b129-ffb308c3dab1,2
xhs的momo,,0,,,,5,,,1,FALSE,FALSE,FALSE,,,理发行业,,168,,,2024-03-11,2024-08-02,"🇸🇬没住在新加坡，等了5个月顺利批了 又收到好消息，恭喜这位申请人啦～
	
申请时间线：
11.03.2024 - 提交申请
02.08.2024 - 申请通过✅
	
期间没被要求补交资料，男申请人在新14年了，都是从事理发行业，没有高学历，住在马来西亚，每天来回工作
这样的结果速度是很快了，替你感到开心！
	
祝各位申请人一样好运！
	
#新加坡PR申请[话题]# #帮忙申请PR[话题]# #新加坡PR[话题]# #pr申请[话题]#",1,1723194085324,1723194085324,c1a9b918-3cb0-4130-b601-aeca0c1471a0,2
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,,,"新加坡🇸🇬PR Application 今天刷到传说中的4条线
和不能再申请了
请问是有好事要花生了嘛[睡觉R][睡觉R]",1,1723194085324,1723194085324,a70da315-7827-4b98-ae70-7a3516e101af,2
xhs的momo,,,3,,,,,,1,FALSE,FALSE,FALSE,,,,,24,,,2024-03-07,2024-07-10,"🇸🇬新加坡pr-悬着的心终于死了 第一次申请预料之中被四个月秒拒
2024年3月7日递交
2024年7月10日晚上刷到四条线可以重新申请
	
bg是SG一年硕毕业后有本地快两年的工作经验，我不是热门/紧缺/高薪行业，可能是薪水不够或者工作时间太短吧。
	
不知道为啥难过不起来[笑哭R]安慰自己慢慢熬吧[哭惹R]
	
#新加坡[话题]# #新加坡pr[话题]# #新加坡pr申请[话题]# #新加坡生活[话题]# #新加坡绿卡[话题]# #新加坡留学[话题]#",2,1723120345581,1723120345581,db32beaf-015c-4fbb-81ce-ece32d7d8d48,2
蜀黍是属鼠,28,0,3,1,9000,1,0,0,1,FALSE,FALSE,FALSE,,10,程序员,0,24,,1,2023-08-14,2024-08-05,"EP, 985本，美硕，28岁大龄单身男程序员，薪水9K出头，来新2年申请，等待一年后被拒",2,1723046400000,1723046400000,00e69b50-40a5-4642-be5e-8ef24e668d61,1
hhh1225,,,3,0,12000,0,3,1,2,FALSE,TRUE,FALSE,,,,0,60,,1,2024-08-07,,第一次申请。夫妻一同申请，双EP，新加坡公立大学一硕一博，台湾籍 + 中国籍，来坡都快五年，两人加起来大約月12k,0,1723046400000,1723046400000,15645556-8a08-4f3f-ab12-e378aede2f2d,1
xhs的momo,,,,,,,,1,1,FALSE,TRUE,FALSE,,,,,,,,2024-03-25,2024-08-02,"🇸🇬SC Sponsor PR 上岸啦🎉🎉 我觉得我们挺佛系的没一直追刷着等结果。08.03.24 - ROM注册
24.03.24 - 帮我老公申请ltvp
25.03.24 - 帮我老公申请pr
06.04.24 - 拿到ltvp
30.07.24 - 刷到4条线然后查不能再proceed申请
05.08.24 - 收到ica email说application有更新就去myica看看发现过了😂🤣(myica显示02.08.24那天就过了，只是刚好我们没刷cpf看所以现在才知道过了)
	
*其实30.07.24看到有4条线就有叫我老公去刷cpf看看可是连续几天没刷到就懒得每天刷了。没想到ica那么神速批了呀，才4个月＋几天就过了😮。
	
下一步，继续准备9月婚礼，完成pr formalities, convert 他的licence, 12月生娃，存钱买sg家。感觉好多事情都做不完啊全部赶一起🙃😣，祝各位还在等pr的都顺利上岸哦😊☺️
#scsponsor #新加坡pr[话题]# #新加坡pr申请[话题]# #sgpr",1,1722825386000,1722848959000,6d72fcaf-5bba-4fec-97f8-2550c33b61e9,2
xhs的momo,0,,,,0,,,,1,FALSE,FALSE,FALSE,,,NA,,0,0,1,2024-01-10,2024-08-05,🇸🇬pr四条线🍀 终于轮到我了~- 10/01/24 > 提交申请- 05/08/24 > 刷到4条线#新加坡[话题]# #pr[话题]# #新加坡打工[话题]# #sg[话题]#,1,1723021287000,1723055472522,b0cea0d7-7818-4f7c-901b-9fe26e40e1e3,2
xhs的momo,,,2,5,0,0,,,1,FALSE,FALSE,FALSE,,,,0,12,,,2023-10-28,2024-07-07,"新加坡PR 通过啦 🎊🍀 28/10/23 提交申请PR
02/07/24 刷到4条线 + 不能proceed 重新申请
05/07/24 刷到CPF
07/07/24 凌晨1点钟收到email，刷一下approve 了❗️❗️
	
========================================
背景
22年4月马来西亚私立大学毕业
22年7月新加坡工作 EP
23年10月申请PR
#新加坡pr[话题]# #新加坡永久居民[话题]# #formality[话题]# #sgpr[话题]#",1,1720447438000,1722953957000,873e5cea-4fba-460d-a69f-da9682814f5a,2
好运的momo,29,0,3,1,7400,1,0,0,1,FALSE,FALSE,FALSE,2,10,Software Engineer,0,24,2,1,2024-07-26,,NA,0,1722955076666,1722955076666,c9685499-3f54-44c5-8cef-c790f18635ac,
xhs的momo,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,,,"pr四条线可以重新申请 pr四条线可以重新申请，凉了
#新加坡pr[话题]#",2,1722945802000,1722945802000,51a67a1b-9987-48d2-9c90-6973c5b81695,2
L,33,1,3,1,,,,0,1,TRUE,FALSE,FALSE,,10,IT,0,21,2,1,2022-05-31,2024-05-30,申请时33岁单身女，法硕，IT，高薪EP。来新一年9个月，交了2次税之后才进行申请，期间补交过升职和加薪证明，24个月后被拒，6月底找议员appeal，同时提供了公司的解释信及老板的推荐信，以及补充了做了义工，7.17号再次被拒。,2,1722873600000,1722873600000,4475f764-9c5c-4579-ab97-2c8d210ace38,1
中国来的IT大佬,32,,3,1,,1,,,3,FALSE,TRUE,TRUE,,10,互联网,2,14,,,2024-02-20,2024-07-31,帮身边同事加的Case。91年，PEP+2DP（老婆+男娃）。一线互联网大厂，22年下半年来坡。国内硕。,2,1722787200000,1722787200000,529da083-5bef-47a7-95ee-66a717720b6b,1
xhs的momo,,,5,,,,,,1,FALSE,FALSE,FALSE,,,,,0,,,2024-02-09,2024-08-03,"🇸🇬新加坡提前国庆大礼Sponsor Pr ✅ 在sponsor页面出现[礼物R]4条线+不能重新申请可以提前知道结果[烟花R]
9/2/2024-提交申请
26/7/2024-要求补文件（没看到）
29/7/2024-再次📧补文件（补上了）
31/7/2024-出现4条线+不能从新申请
4/8/2024-早上刷出CPF
5/8/2024-收到IPA （8月3号Approved）
补充：没学历，没怀孕，没在新加坡工作过，没在这生过娃[偷笑R]
	
祝申请中的你们早日通过🍀
#新加坡pr申请[话题]#",1,1722879962000,1722879962000,d187fc23-413a-40f7-8bbe-0e044183cb26,2
